"Item_Number","Title","End_Time","Price","Ruler","Year","Mint","YI_Num","Description","Obverse_Image","Reverse_Image","Obverse_Text","Reverse_Text","Obverse_URL","Reverse_URL"
"301953231596","LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6219-","16. Mai. 2016 19:06:53 MESZ","EUR 87,00","","","","","","301953231596o.jpg","301953231596r.jpg","","","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6219-/00/s/NzI1WDcxOQ==/z/EPMAAOSw3mpXMe0U/$_10.jpg","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6219-/00/s/NzMxWDcyMQ==/z/TaoAAOSw1KxXMe0X/$_10.jpg"
"301952528486","LANZ-Rumseldschuken-Dinar-Tughril-Tuerkei-Islam-WR6584-","16. Mai. 2016 19:03:23 MESZ","EUR 51,01","","","","","","301952528486o.jpg","301952528486r.jpg","","","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dinar-Tughril-Tuerkei-Islam-WR6584-/00/s/Nzc2WDc4NQ==/z/D5gAAOSwInxXMNN5/$_10.jpg","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dinar-Tughril-Tuerkei-Islam-WR6584-/00/s/Nzc2WDc4Mg==/z/kM8AAOSwcL5XMNN9/$_10.jpg"
"301953231498","LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6218-","16. Mai. 2016 19:01:38 MESZ","EUR 44,39","","","","","","301953231498o.jpg","301953231498r.jpg","","","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6218-/00/s/NzcxWDc2Mg==/z/Gd8AAOSwt7pXMe0I/$_10.jpg","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6218-/00/s/NzMyWDc2OA==/z/s24AAOSwNKVXMe0L/$_10.jpg"
"371623364247","LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6217-","16. Mai. 2016 18:56:54 MESZ","EUR 33,50","","","","","","371623364247o.jpg","371623364247r.jpg","","","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6217-/00/s/NzI5WDczMA==/z/nwkAAOSwcL5XMez9/$_10.jpg","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6217-/00/s/NzMzWDczMw==/z/DtcAAOSwInxXMe0B/$_10.jpg"
"371623364195","LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6216-","16. Mai. 2016 18:51:27 MESZ","EUR 66,01","","","","","","371623364195o.jpg","371623364195r.jpg","","","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6216-/00/s/NzcxWDc4NA==/z/9IcAAOSw~oFXMezv/$_10.jpg","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6216-/00/s/NzkwWDc3NQ==/z/DGIAAOSwInxXMez0/$_10.jpg"
"301953231202","LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6215-","16. Mai. 2016 18:46:49 MESZ","EUR 56,00","","","","","","301953231202o.jpg","301953231202r.jpg","","","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6215-/00/s/NzUyWDc0Mg==/z/Tf0AAOSwy-5XMezj/$_10.jpg","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6215-/00/s/NzQyWDc1NA==/z/CX4AAOSwInxXMezn/$_10.jpg"
"231940048343","LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6214-","15. Mai. 2016 19:16:06 MESZ","EUR 121,00","","","","","","231940048343o.jpg","231940048343r.jpg","","","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6214-/00/s/NzQ5WDc2Mw==/z/mB0AAOSwcL5XMezW/$_10.jpg","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6214-/00/s/NzU4WDc2NQ==/z/oK4AAOSwBs1XMeza/$_10.jpg"
"231940048239","LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6213-","15. Mai. 2016 19:11:00 MESZ","EUR 121,00","","","","","","231940048239o.jpg","231940048239r.jpg","","","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6213-/00/s/NzUzWDc2NA==/z/UREAAOSw8vZXMezM/$_10.jpg","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6213-/00/s/NzYwWDc2MQ==/z/pQ8AAOSwe8tXMezP/$_10.jpg"
"231939020805","LANZ-Rumseldschuken-Dinar-Tughril-Tuerkei-Islam-WR6583-","15. Mai. 2016 19:08:52 MESZ","EUR 113,89","","","","","","231939020805o.jpg","231939020805r.jpg","","","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dinar-Tughril-Tuerkei-Islam-WR6583-/00/s/NzkzWDc5Mg==/z/QqYAAOSwPv9XMNNr/$_10.jpg","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dinar-Tughril-Tuerkei-Islam-WR6583-/00/s/NzkyWDc4Nw==/z/LHAAAOSwDJhXMNNx/$_10.jpg"
"301953230922","LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6212-","15. Mai. 2016 19:06:19 MESZ","EUR 111,00","","","","","","301953230922o.jpg","301953230922r.jpg","","","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6212-/00/s/NzIxWDcxOA==/z/BMIAAOSw3mpXMey-/$_10.jpg","http://i.ebayimg.com/t/LANZ-Rumseldschuken-Dirham-Kay-Kobad-Tuerkei-Islam-WR6212-/00/s/NzI1WDcyMQ==/z/o2wAAOSwe8tXMezD/$_10.jpg"
